150 16762
41 105 7
41 106 2
41 108 5
41 109 3
41 110 5
41 111 5
41 112 2
41 113 5
41 115 8
41 116 3
41 117 8
41 118 7
41 120 5
41 121 6
41 122 1
41 124 4
41 125 9
41 126 4
41 127 7
41 128 9
41 129 8
41 130 3
41 132 2
41 133 8
41 135 3
41 136 2
41 137 6
41 139 6
41 140 6
41 141 7
41 142 7
41 143 9
41 144 2
41 147 1
41 148 7
42 1 8
42 3 8
42 4 1
42 5 3
42 10 5
42 12 7
42 13 2
42 14 7
42 15 8
42 16 5
42 17 8
42 18 9
42 20 8
42 21 4
42 22 2
42 24 7
42 26 8
42 28 1
42 29 6
42 30 5
42 31 3
42 32 7
42 33 7
42 36 8
42 37 3
42 38 7
42 39 3
42 41 8
42 43 8
42 44 6
42 45 4
42 46 9
42 47 8
42 48 7
42 49 9
42 52 6
42 53 8
42 54 3
42 55 2
42 56 4
42 57 1
42 58 2
42 59 8
42 60 8
42 62 7
42 63 9
42 65 4
42 66 1
42 68 4
42 69 8
42 70 9
42 71 4
42 72 4
42 73 5
42 74 1
42 75 1
42 77 1
42 78 4
42 79 4
42 80 4
42 82 2
42 83 9
42 84 4
42 85 9
42 86 4
42 87 9
42 88 7
42 89 5
42 90 9
42 91 1
42 92 8
42 93 2
42 94 7
42 97 8
42 98 6
42 99 4
42 101 4
42 102 2
42 104 4
42 105 1
42 106 7
42 107 6
42 109 6
42 110 6
42 111 2
42 112 6
42 113 9
42 115 3
42 118 4
42 119 9
42 122 4
42 123 5
42 124 8
42 125 3
42 127 8
42 129 5
42 130 2
42 133 8
42 134 4
42 136 3
42 137 4
42 140 3
42 141 7
42 145 6
42 147 7
42 149 4
43 0 4
43 1 8
43 3 9
43 4 3
43 5 8
43 6 1
43 7 3
43 8 2
43 9 3
43 12 9
43 14 5
43 17 7
43 18 8
43 19 6
43 21 6
43 22 9
43 23 1
43 24 2
43 26 1
43 28 9
43 29 8
43 30 9
43 31 3
43 32 5
43 33 4
43 36 2
43 37 9
43 38 9
43 39 8
43 40 3
43 42 5
43 44 2
43 46 6
43 47 4
43 48 4
43 50 3
43 51 2
43 53 6
43 54 6
43 56 9
43 57 1
43 59 6
43 60 2
43 61 4
43 63 6
43 65 6
43 66 8
43 67 1
43 69 6
43 72 1
43 73 8
43 74 9
43 75 6
43 76 5
43 77 3
43 78 1
43 79 2
43 80 8
43 82 5
43 83 6
43 85 4
43 86 8
43 87 2
43 88 5
43 89 3
43 92 2
43 93 4
43 94 2
43 97 8
43 98 1
43 99 1
43 101 6
43 103 3
43 105 4
43 106 7
43 107 4
43 108 2
43 109 7
43 111 7
43 112 6
43 113 7
43 114 2
43 115 2
43 116 7
43 117 8
43 118 3
43 119 9
43 120 7
43 121 9
43 122 2
43 123 4
43 124 6
43 126 1
43 128 3
43 130 1
43 132 3
43 133 3
43 134 4
43 135 2
43 136 2
43 137 6
43 138 6
43 139 2
43 141 5
43 142 8
43 143 8
43 146 6
43 147 5
43 148 7
43 149 6
44 0 5
44 1 8
44 3 4
44 4 2
44 5 2
44 6 5
44 7 7
44 8 4
44 9 5
44 11 7
44 12 9
44 13 3
44 14 5
44 15 1
44 17 1
44 18 8
44 20 1
44 21 9
44 24 5
44 25 7
44 26 6
44 27 1
44 29 9
44 30 5
44 34 8
44 35 5
44 36 5
44 37 1
44 38 2
44 39 3
44 41 4
44 43 3
44 45 9
44 46 6
44 48 2
44 49 2
44 50 2
44 51 5
44 52 3
44 54 6
44 55 4
44 57 9
44 58 2
44 59 1
44 61 2
44 64 3
44 65 4
44 67 1
44 68 7
44 69 8
44 71 3
44 73 4
44 74 8
44 75 1
44 78 5
44 79 3
44 80 7
44 81 7
44 82 1
44 83 5
44 84 5
44 85 4
44 86 1
44 87 5
44 89 4
44 90 6
44 91 3
44 92 8
44 94 1
44 95 5
44 96 3
44 97 9
44 98 3
44 99 1
44 100 8
44 101 2
44 102 7
44 103 4
44 106 4
44 108 3
44 109 8
44 110 3
44 111 3
44 112 9
44 114 1
44 115 3
44 116 1
44 119 8
44 121 9
44 122 2
44 123 5
44 124 3
44 125 7
44 126 7
44 128 5
44 129 2
44 130 6
44 131 8
44 134 2
44 135 8
44 136 6
44 138 6
44 139 9
44 140 4
44 141 9
44 142 7
44 143 8
44 147 9
44 149 2
45 0 8
45 1 5
45 3 7
45 4 1
45 5 1
45 6 4
45 7 6
45 10 9
45 11 9
45 13 5
45 14 4
45 15 5
45 16 1
45 21 1
45 23 1
45 25 7
45 26 7
45 32 5
45 34 5
45 35 6
45 37 3
45 38 8
45 39 9
45 40 7
45 41 4
45 42 9
45 43 5
45 44 4
45 46 3
45 47 2
45 48 9
45 49 2
45 50 9
45 52 8
45 54 9
45 55 6
45 57 7
45 58 4
45 59 3
45 60 4
45 61 2
45 62 4
45 63 9
45 64 4
45 67 3
45 69 4
45 70 5
45 72 2
45 73 8
45 74 4
45 75 5
45 76 4
45 78 2
45 80 3
45 81 3
45 82 2
45 83 6
45 84 2
45 85 3
45 87 3
45 88 1
45 91 3
45 92 7
45 95 1
45 98 9
45 99 8
45 100 6
45 101 8
45 102 1
45 103 1
45 104 9
45 106 2
45 107 2
45 108 1
45 111 8
45 113 3
45 114 7
45 115 2
45 116 5
45 117 9
45 119 5
45 120 2
45 121 1
45 122 1
45 123 6
45 124 6
45 126 2
45 127 4
45 129 9
45 131 9
45 132 9
45 133 5
45 135 8
45 136 2
45 137 6
45 138 6
45 139 6
45 143 3
45 144 9
45 145 8
45 147 2
45 148 6
46 0 4
46 1 4
46 2 7
46 4 5
46 5 3
46 8 8
46 9 8
46 10 6
46 11 7
46 12 4
46 13 4
46 14 6
46 16 4
46 17 7
46 18 7
46 22 4
46 25 8
46 27 8
46 28 6
46 30 6
46 31 4
46 33 2
46 36 8
46 37 5
46 38 1
46 39 1
46 40 6
46 41 5
46 42 3
46 43 6
46 44 4
46 45 7
46 47 4
46 48 3
46 49 2
46 54 3
46 55 5
46 56 6
46 57 9
46 59 3
46 61 2
46 62 9
46 63 6
46 64 2
46 65 8
46 66 3
46 67 9
46 68 5
46 69 5
46 71 7
46 72 5
46 73 3
46 74 2
46 75 8
46 76 7
46 77 1
46 78 5
46 79 5
46 80 7
46 82 2
46 83 5
46 85 6
46 87 4
46 88 5
46 89 1
46 91 9
46 92 6
46 93 2
46 96 5
46 98 8
46 101 2
46 102 3
46 103 2
46 104 8
46 106 3
46 107 7
46 108 4
46 110 9
46 111 7
46 112 2
46 113 7
46 115 8
46 116 2
46 117 2
46 119 6
46 120 1
46 121 9
46 123 9
46 125 1
46 126 2
46 127 2
46 128 3
46 129 5
46 130 6
46 131 7
46 132 3
46 133 4
46 134 9
46 135 6
46 136 9
46 138 7
46 139 1
46 140 8
46 141 8
46 142 9
46 143 1
46 144 3
46 145 9
46 146 6
46 147 4
46 148 5
46 149 5
47 0 9
47 1 1
47 2 5
47 3 4
47 5 1
47 6 6
47 7 3
47 8 4
47 9 8
47 10 7
47 11 7
47 12 7
47 13 8
47 16 1
47 17 9
47 18 6
47 19 4
47 20 6
47 21 9
47 22 6
47 23 9
47 24 5
47 25 2
47 26 3
47 28 6
47 29 8
47 30 6
47 31 2
47 33 8
47 34 2
47 35 2
47 37 7
47 38 8
47 39 6
47 41 6
47 42 9
47 43 2
47 44 1
47 46 7
47 48 7
47 49 5
47 50 7
47 51 1
47 52 7
47 53 7
47 56 1
47 57 9
47 58 1
47 60 8
47 62 3
47 63 9
47 66 1
47 67 5
47 69 1
47 71 5
47 72 1
47 73 8
47 74 7
47 75 6
47 76 7
47 77 7
47 80 5
47 83 9
47 85 8
47 87 3
47 88 9
47 89 8
47 90 6
47 91 2
47 92 3
47 94 7
47 95 2
47 97 3
47 98 3
47 100 7
47 101 5
47 102 8
47 103 8
47 104 3
47 106 6
47 107 9
47 108 6
47 109 1
47 110 4
47 111 4
47 112 5
47 113 8
47 114 6
47 115 6
47 117 5
47 118 3
47 119 6
47 125 1
47 126 2
47 127 6
47 128 8
47 130 1
47 132 3
47 133 4
47 134 5
47 135 9
47 136 8
47 137 1
47 138 1
47 139 8
47 140 5
47 142 3
47 143 5
47 145 6
47 146 4
47 148 3
48 0 7
48 1 7
48 3 6
48 4 9
48 5 1
48 7 8
48 8 6
48 9 2
48 10 4
48 11 9
48 12 8
48 14 4
48 15 8
48 16 8
48 17 9
48 18 5
48 19 2
48 20 2
48 22 3
48 25 1
48 27 6
48 28 2
48 29 3
48 30 8
48 31 1
48 33 1
48 34 5
48 35 6
48 36 9
48 37 5
48 38 3
48 40 9
48 41 7
48 42 2
48 43 9
48 44 3
48 45 1
48 46 2
48 49 1
48 50 4
48 51 2
48 52 9
48 53 8
48 54 5
48 57 8
48 58 7
48 59 6
48 60 9
48 62 3
48 64 7
48 67 8
48 68 9
48 69 6
48 70 2
48 71 6
48 73 8
48 74 4
48 75 7
48 76 5
48 77 4
48 78 1
48 80 8
48 81 8
48 83 2
48 84 5
48 86 1
48 87 3
48 89 5
48 90 1
48 91 8
48 95 3
48 97 6
48 98 3
48 99 3
48 101 9
48 102 3
48 103 8
48 104 5
48 106 5
48 107 7
48 108 7
48 109 5
48 110 9
48 111 3
48 112 2
48 113 1
48 114 7
48 115 1
48 117 5
48 118 2
48 119 4
48 120 4
48 122 4
48 123 3
48 124 6
48 125 9
48 126 9
48 127 7
48 128 7
48 129 3
48 130 1
48 132 6
48 133 4
48 135 4
48 136 1
48 138 9
48 139 6
48 140 1
48 141 3
48 142 8
48 143 7
48 144 8
48 146 1
48 147 6
48 149 6
49 1 8
49 2 2
49 3 7
49 4 5
49 7 4
49 8 4
49 9 5
49 10 3
49 11 7
49 12 6
49 13 2
49 14 6
49 15 1
49 16 6
49 17 1
49 18 2
49 19 8
49 21 1
49 22 5
49 23 4
49 24 7
49 27 7
49 28 7
49 30 6
49 31 8
49 32 1
49 33 9
49 36 8
49 37 9
49 38 4
49 40 7
49 41 9
49 44 2
49 45 7
49 46 9
49 47 8
49 50 5
49 51 5
49 52 7
49 54 1
49 55 4
49 56 1
49 57 1
49 59 6
49 61 8
49 64 7
49 65 3
49 66 8
49 68 9
49 69 5
49 70 3
49 71 4
49 78 7
49 79 6
49 84 5
49 86 5
49 88 2
49 91 8
49 92 9
49 93 8
49 94 5
49 97 6
49 99 2
49 101 8
49 102 1
49 103 5
49 105 4
49 106 3
49 107 4
49 108 1
49 110 1
49 111 3
49 116 5
49 117 5
49 118 5
49 120 3
49 122 4
49 123 6
49 124 6
49 125 9
49 126 7
49 127 4
49 128 5
49 130 1
49 131 9
49 132 8
49 133 6
49 134 4
49 135 3
49 136 3
49 137 5
49 138 6
49 141 7
49 142 8
49 143 2
49 144 8
49 145 1
49 146 5
49 147 3
49 149 4
50 0 4
50 2 1
50 4 5
50 5 4
50 7 9
50 9 7
50 10 6
50 11 5
50 12 7
50 15 6
50 17 9
50 18 3
50 19 9
50 20 6
50 22 5
50 23 6
50 24 6
50 25 6
50 26 3
50 27 6
50 28 8
50 29 3
50 30 5
50 31 4
50 32 7
50 33 3
50 34 1
50 36 6
50 37 5
50 38 2
50 39 4
50 40 2
50 41 8
50 42 7
50 43 3
50 44 6
50 46 6
50 47 3
50 48 4
50 49 2
50 51 6
50 52 9
50 53 5
50 54 5
50 55 8
50 56 9
50 57 7
50 58 7
50 59 3
50 60 1
50 61 6
50 62 2
50 63 5
50 65 5
50 66 6
50 67 1
50 68 5
50 69 1
50 70 5
50 71 9
50 72 3
50 75 1
50 76 1
50 77 9
50 80 8
50 83 8
50 84 3
50 85 5
50 87 8
50 89 4
50 90 5
50 91 9
50 93 4
50 94 9
50 95 9
50 96 6
50 97 6
50 98 4
50 100 9
50 101 5
50 102 1
50 103 5
50 105 9
50 107 4
50 108 3
50 110 7
50 111 8
50 114 9
50 115 9
50 116 2
50 117 2
50 118 9
50 119 1
50 120 3
50 121 5
50 122 8
50 124 1
50 125 8
50 126 6
50 127 5
50 128 7
50 129 2
50 130 4
50 131 1
50 134 5
50 135 2
50 136 2
50 137 5
50 139 6
50 140 8
50 141 4
50 142 9
50 143 8
50 144 6
50 147 7
50 149 7
51 0 5
51 1 9
51 3 6
51 5 3
51 6 8
51 7 6
51 10 4
51 11 1
51 13 8
51 14 2
51 17 5
51 18 4
51 19 7
51 22 8
51 23 5
51 24 9
51 27 9
51 28 5
51 29 1
51 30 3
51 31 9
51 32 7
51 33 9
51 34 8
51 35 1
51 36 9
51 40 2
51 43 6
51 44 2
51 45 8
51 46 2
51 49 5
51 50 4
51 52 1
51 53 1
51 55 2
51 56 4
51 57 7
51 59 3
51 60 3
51 62 9
51 64 8
51 65 5
51 66 7
51 67 2
51 68 2
51 69 1
51 70 4
51 72 6
51 73 7
51 74 1
51 75 8
51 76 9
51 77 5
51 78 5
51 79 5
51 80 8
51 81 9
51 84 1
51 86 6
51 88 7
51 89 8
51 90 8
51 91 3
51 94 3
51 97 3
51 98 9
51 99 8
51 100 6
51 101 6
51 103 9
51 105 7
51 108 3
51 109 5
51 110 7
51 111 7
51 112 4
51 113 9
51 114 2
51 115 4
51 117 9
51 118 3
51 119 6
51 120 7
51 122 5
51 124 3
51 126 1
51 129 2
51 130 6
51 131 5
51 133 1
51 134 6
51 136 8
51 137 4
51 138 8
51 140 3
51 143 7
51 145 6
51 146 6
51 147 7
51 148 6
51 149 4
52 0 3
52 1 3
52 2 3
52 4 4
52 5 8
52 7 4
52 9 1
52 10 4
52 11 2
52 12 2
52 13 8
52 14 3
52 15 5
52 18 1
52 19 7
52 20 5
52 21 6
52 22 6
52 24 7
52 25 9
52 27 9
52 28 8
52 29 8
52 31 6
52 32 1
52 33 4
52 34 5
52 35 9
52 36 8
52 38 1
52 39 7
52 40 1
52 41 5
52 43 8
52 45 9
52 46 4
52 47 3
52 48 4
52 50 6
52 51 6
52 53 5
52 54 8
52 55 5
52 56 8
52 58 2
52 59 2
52 60 8
52 63 6
52 64 8
52 65 8
52 66 1
52 67 5
52 70 7
52 71 1
52 72 7
52 75 4
52 76 8
52 77 6
52 81 3
52 82 3
52 84 9
52 85 2
52 86 2
52 87 9
52 88 1
52 89 5
52 90 5
52 91 7
52 92 8
52 93 6
52 94 3
52 95 2
52 96 5
52 97 3
52 98 3
52 100 1
52 102 4
52 104 5
52 105 4
52 107 9
52 108 8
52 110 7
52 111 1
52 112 8
52 114 2
52 115 8
52 116 7
52 117 3
52 118 2
52 119 3
52 120 7
52 121 4
52 122 9
52 123 9
52 124 5
52 126 7
52 127 5
52 128 8
52 130 2
52 131 2
52 132 5
52 134 6
52 136 9
52 137 6
52 138 6
52 140 4
52 141 8
52 142 9
52 143 7
52 144 5
52 145 2
52 146 9
52 147 1
52 148 8
53 1 7
53 3 7
53 4 3
53 6 4
53 9 3
53 10 4
53 11 2
53 12 6
53 13 8
53 14 9
53 16 6
53 17 7
53 18 3
53 19 4
53 20 5
53 21 1
53 22 8
53 23 4
53 24 1
53 25 2
53 26 7
53 27 3
53 28 9
53 29 3
53 30 4
53 31 3
53 32 8
53 33 1
53 35 3
53 37 3
53 38 7
53 40 6
53 41 9
53 42 6
53 43 4
53 45 2
53 46 1
53 48 8
53 51 3
53 52 4
53 54 1
53 55 1
53 56 2
53 57 6
53 58 2
53 59 6
53 60 6
53 61 5
53 62 7
53 63 4
53 64 4
53 65 5
53 66 5
53 67 7
53 68 8
53 69 7
53 73 5
53 74 7
53 75 6
53 77 8
53 79 6
53 80 7
53 82 7
53 83 6
53 85 6
53 87 5
53 88 6
53 89 1
53 90 9
53 91 5
53 92 7
53 94 5
53 95 5
53 96 6
53 97 2
53 98 2
53 99 9
53 100 3
53 101 5
53 102 7
53 103 8
53 104 3
53 105 4
53 106 6
53 107 8
53 108 5
53 109 9
53 110 4
53 111 7
53 112 2
53 113 7
53 114 6
53 115 7
53 116 7
53 117 4
53 118 6
53 119 1
53 120 8
53 121 7
53 123 1
53 124 6
53 125 1
53 127 2
53 128 5
53 129 9
53 130 6
53 131 6
53 132 4
53 133 8
53 134 2
53 135 2
53 136 5
53 137 5
53 138 8
53 139 7
53 140 1
53 141 4
53 142 4
53 143 5
53 144 8
53 145 8
53 146 1
53 147 1
53 148 6
53 149 2
54 0 3
54 1 1
54 2 7
54 3 6
54 4 3
54 6 4
54 7 8
54 8 4
54 10 2
54 11 9
54 12 4
54 13 7
54 14 7
54 15 1
54 16 1
54 17 3
54 19 2
54 21 3
54 22 8
54 23 4
54 24 9
54 25 5
54 26 3
54 27 2
54 28 3
54 29 5
54 30 8
54 32 5
54 34 3
54 35 3
54 36 3
54 40 7
54 42 6
54 43 1
54 44 1
54 45 5
54 46 6
54 48 2
54 50 3
54 51 7
54 52 5
54 53 6
54 55 9
54 57 8
54 58 8
54 59 6
54 60 1
54 61 6
54 62 1
54 64 9
54 66 9
54 67 1
54 68 1
54 69 5
54 71 2
54 72 7
54 73 1
54 74 2
54 75 9
54 76 7
54 77 9
54 78 7
54 81 2
54 83 9
54 84 5
54 85 5
54 86 5
54 87 2
54 88 7
54 89 7
54 91 5
54 92 6
54 93 5
54 94 9
54 96 6
54 97 7
54 99 6
54 100 9
54 101 2
54 103 4
54 104 1
54 105 5
54 106 6
54 107 8
54 108 2
54 109 9
54 110 4
54 114 4
54 115 4
54 116 3
54 117 7
54 118 7
54 120 9
54 121 7
54 122 9
54 123 2
54 124 3
54 126 9
54 128 1
54 129 8
54 131 4
54 132 5
54 133 8
54 134 1
54 136 7
54 140 2
54 141 5
54 142 6
54 143 9
54 144 6
54 145 6
54 147 4
54 148 8
55 1 2
55 2 9
55 3 6
55 4 3
55 5 2
55 6 5
55 7 3
55 8 9
55 9 6
55 10 5
55 12 4
55 14 5
55 15 8
55 16 5
55 18 8
55 20 8
55 21 8
55 23 6
55 25 1
55 26 6
55 27 9
55 28 8
55 31 3
55 32 7
55 33 8
55 34 2
55 35 4
55 36 6
55 37 1
55 38 5
55 39 4
55 40 8
55 41 7
55 42 2
55 43 3
55 45 1
55 46 8
55 49 8
55 50 2
55 51 1
55 52 6
55 53 5
55 54 6
55 56 7
55 57 7
55 59 1
55 60 5
55 61 9
55 62 2
55 64 1
55 65 5
55 66 7
55 67 4
55 69 8
55 70 2
55 71 7
55 72 1
55 73 3
55 74 7
55 75 6
55 78 7
55 79 1
55 80 5
55 81 1
55 83 2
55 85 6
55 86 7
55 87 9
55 88 4
55 90 7
55 92 3
55 93 9
55 94 5
55 96 8
55 97 6
55 99 7
55 100 4
55 101 6
55 102 5
55 104 6
55 105 5
55 106 9
55 107 8
55 108 1
55 110 3
55 112 5
55 113 3
55 114 7
55 115 2
55 116 4
55 118 3
55 120 4
55 121 9
55 122 8
55 123 6
55 124 3
55 126 5
55 128 8
55 129 1
55 130 8
55 132 1
55 133 4
55 134 8
55 138 3
55 139 3
55 140 5
55 142 4
55 143 9
55 144 8
55 145 2
55 146 2
55 147 9
55 148 4
55 149 7
56 1 9
56 2 8
56 3 3
56 5 3
56 6 8
56 8 2
56 9 9
56 10 4
56 11 3
56 12 9
56 13 3
56 14 5
56 15 3
56 17 3
56 18 5
56 19 5
56 20 3
56 21 9
56 22 6
56 23 8
56 24 1
56 25 6
56 26 8
56 28 6
56 30 9
56 31 4
56 32 1
56 33 5
56 37 1
56 38 6
56 40 9
56 41 8
56 42 6
56 43 6
56 44 2
56 45 4
56 46 1
56 48 9
56 49 4
56 50 8
56 51 6
56 52 3
56 54 1
56 55 9
56 57 4
56 60 5
56 61 8
56 63 7
56 64 1
56 65 5
56 66 3
56 67 1
56 68 1
56 69 6
56 71 1
56 72 9
56 73 1
56 74 3
56 76 6
56 77 5
56 78 3
56 80 6
56 81 4
56 82 6
56 83 6
56 84 1
56 85 8
56 86 3
56 88 6
56 89 6
56 90 7
56 92 5
56 93 5
56 94 2
56 95 1
56 97 1
56 99 5
56 101 7
56 102 9
56 103 1
56 104 3
56 105 9
56 106 9
56 107 5
56 109 7
56 111 8
56 112 5
56 113 4
56 115 7
56 118 7
56 119 6
56 121 4
56 122 3
56 123 2
56 124 9
56 125 8
56 126 2
56 127 4
56 128 7
56 129 3
56 131 2
56 132 1
56 133 6
56 134 2
56 135 2
56 136 8
56 137 3
56 138 2
56 139 1
56 140 5
56 142 3
56 143 8
56 144 3
56 145 3
56 146 4
56 147 1
56 148 2
56 149 2
57 0 3
57 1 3
57 3 6
57 4 3
57 5 2
57 6 5
57 7 1
57 8 7
57 9 4
57 12 5
57 14 1
57 18 4
57 19 3
57 22 6
57 24 8
57 25 3
57 26 4
57 27 8
57 29 4
57 31 8
57 33 1
57 34 1
57 36 5
57 37 8
57 39 4
57 40 3
57 41 4
57 42 3
57 44 4
57 45 6
57 46 8
57 47 8
57 48 8
57 49 3
57 50 7
57 51 3
57 52 5
57 53 1
57 54 4
57 55 8
57 58 7
57 59 9
57 63 1
57 64 6
57 65 1
57 66 5
57 67 2
57 68 5
57 69 3
57 70 9
57 72 2
57 73 1
57 74 9
57 75 9
57 76 3
57 78 3
57 80 4
57 81 9
57 82 4
57 83 7
57 84 9
57 85 8
57 86 1
57 87 7
57 89 5
57 90 8
57 91 8
57 92 8
57 93 5
57 94 9
57 96 2
57 97 1
57 98 3
57 99 4
57 100 9
57 101 4
57 102 4
57 103 9
57 105 1
57 106 9
57 107 8
57 108 6
57 109 9
57 110 7
57 111 3
57 112 7
57 114 3
57 115 2
57 116 5
57 117 4
57 118 5
57 119 9
57 122 2
57 123 5
57 124 9
57 125 8
57 129 8
57 130 5
57 131 6
57 132 8
57 134 9
57 135 2
57 137 9
57 138 9
57 139 5
57 141 6
57 142 1
57 144 7
57 145 1
57 146 7
57 148 1
58 1 1
58 2 3
58 4 5
58 5 1
58 7 8
58 8 4
58 9 5
58 11 9
58 13 9
58 15 4
58 16 2
58 17 5
58 18 4
58 19 1
58 23 4
58 24 7
58 25 3
58 26 7
58 27 1
58 28 5
58 30 3
58 32 5
58 33 3
58 34 2
58 36 1
58 39 2
58 40 8
58 41 3
58 42 3
58 44 4
58 45 9
58 46 9
58 49 6
58 50 4
58 51 7
58 52 8
58 54 7
58 55 4
58 56 3
58 57 5
58 60 2
58 61 9
58 62 1
58 64 9
58 65 8
58 66 6
58 67 4
58 68 3
58 69 3
58 70 7
58 71 5
58 72 4
58 74 8
58 76 6
58 77 5
58 79 8
58 80 6
58 81 7
58 83 3
58 84 7
58 85 9
58 86 6
58 87 3
58 88 5
58 89 2
58 90 3
58 91 9
58 92 6
58 93 5
58 95 2
58 96 4
58 97 7
58 98 2
58 100 8
58 101 4
58 102 8
58 103 1
58 104 1
58 105 3
58 106 6
58 107 7
58 109 1
58 111 7
58 112 7
58 113 2
58 114 1
58 115 9
58 116 6
58 117 7
58 119 9
58 120 2
58 122 7
58 124 5
58 125 1
58 126 3
58 128 6
58 130 5
58 131 6
58 132 3
58 133 3
58 134 7
58 135 5
58 136 8
58 139 2
58 142 9
58 143 9
58 144 8
58 146 3
58 147 2
58 148 7
59 0 8
59 1 1
59 2 4
59 3 7
59 4 5
59 7 2
59 8 9
59 9 4
59 10 3
59 11 7
59 13 2
59 14 2
59 15 2
59 16 9
59 18 6
59 19 9
59 20 8
59 21 9
59 23 7
59 26 6
59 28 9
59 29 2
59 32 7
59 33 9
59 34 9
59 35 8
59 37 7
59 38 5
59 39 5
59 40 9
59 41 5
59 42 6
59 44 4
59 45 8
59 46 3
59 47 4
59 48 7
59 49 4
59 50 7
59 51 5
59 52 9
59 53 6
59 54 9
59 55 7
59 56 4
59 57 4
59 58 5
59 61 5
59 62 3
59 63 1
59 64 6
59 65 7
59 67 5
59 69 8
59 70 8
59 71 1
59 73 6
59 74 2
59 75 4
59 77 7
59 78 4
59 80 3
59 81 5
59 82 2
59 83 4
59 84 6
59 85 7
59 87 6
59 88 2
59 90 9
59 92 2
59 93 6
59 94 3
59 95 8
59 96 8
59 98 2
59 99 6
59 100 3
59 102 1
59 103 8
59 104 9
59 105 4
59 106 1
59 108 1
59 109 4
59 110 2
59 111 5
59 114 1
59 117 8
59 118 3
59 119 5
59 120 7
59 121 5
59 123 9
59 124 9
59 125 6
59 127 1
59 128 4
59 130 7
59 131 2
59 132 3
59 133 5
59 134 3
59 135 8
59 136 5
59 137 2
59 138 8
59 139 9
59 143 8
59 144 8
59 145 1
59 146 2
59 149 5
60 0 7
60 2 8
60 4 2
60 8 7
60 9 9
60 10 2
60 11 3
60 12 7
60 13 1
60 14 2
60 15 9
60 16 5
60 17 3
60 19 5
60 20 4
60 21 7
60 22 6
60 24 5
60 25 1
60 27 2
60 28 1
60 29 5
60 30 5
60 31 6
60 32 6
60 33 4
60 34 9
60 35 7
60 36 9
60 37 3
60 38 6
60 40 2
60 41 6
60 42 3
60 44 8
60 45 6
60 46 5
60 47 5
60 48 5
60 50 5
60 51 7
60 52 8
60 54 9
60 55 3
60 56 2
60 57 5
60 58 9
60 59 3
60 61 5
60 65 5
60 66 1
60 67 8
60 68 3
60 69 5
60 70 3
60 71 1
60 72 1
60 73 7
60 74 8
60 75 7
60 76 9
60 77 8
60 78 2
60 81 7
60 82 6
60 83 9
60 84 3
60 85 6
60 87 7
60 88 7
60 89 3
60 90 9
60 91 7
60 92 8
60 93 6
60 94 3
60 95 4
60 96 4
60 97 1
60 99 2
60 100 6
60 102 7
60 103 3
60 104 9
60 105 1
60 106 7
60 107 1
60 109 5
60 110 1
60 111 1
60 112 4
60 113 8
60 115 6
60 116 6
60 117 5
60 118 6
60 119 4
60 120 3
60 121 7
60 122 8
60 123 3
60 124 7
60 125 9
60 127 5
60 128 5
60 129 5
60 130 3
60 131 9
60 135 4
60 136 1
60 137 2
60 138 9
60 139 1
60 140 3
60 141 7
60 142 4
60 146 1
60 148 4
61 1 6
61 2 6
61 4 6
61 5 4
61 6 4
61 7 8
61 8 1
61 9 8
61 10 1
61 11 8
61 13 4
61 14 1
61 15 9
61 16 2
61 18 5
61 19 4
61 22 5
61 23 5
61 25 4
61 27 4
61 29 9
61 31 3
61 32 5
61 33 3
61 35 1
61 36 2
61 37 4
61 39 7
61 40 9
61 41 3
61 42 6
61 45 6
61 46 5
61 47 2
61 48 3
61 49 2
61 50 1
61 52 8
61 53 7
61 54 7
61 55 9
61 56 6
61 57 1
61 58 6
61 59 7
61 60 4
61 62 5
61 63 8
61 65 3
61 66 7
61 67 7
61 68 9
61 69 8
61 70 6
61 71 9
61 73 5
61 74 5
61 75 4
61 78 4
61 79 3
61 82 5
61 83 9
61 84 9
61 85 2
61 86 3
61 87 4
61 88 4
61 89 1
61 90 4
61 91 9
61 92 3
61 93 5
61 94 5
61 96 8
61 97 5
61 98 9
61 100 6
61 101 8
61 103 8
61 104 9
61 106 3
61 107 3
61 108 2
61 111 6
61 112 1
61 113 3
61 114 3
61 116 8
61 117 8
61 119 8
61 120 4
61 122 3
61 123 4
61 125 9
61 126 1
61 128 4
61 129 1
61 131 1
61 133 6
61 134 6
61 135 1
61 137 5
61 138 3
61 141 9
61 142 5
61 143 6
61 144 6
61 146 1
61 149 7
62 0 6
62 1 3
62 2 4
62 3 3
62 5 5
62 6 1
62 7 1
62 8 2
62 9 4
62 10 4
62 11 4
62 14 2
62 15 3
62 16 9
62 20 6
62 21 2
62 22 7
62 23 7
62 27 6
62 28 5
62 29 3
62 30 9
62 31 7
62 32 7
62 33 4
62 34 3
62 35 6
62 36 9
62 37 4
62 38 9
62 39 5
62 41 1
62 42 5
62 43 6
62 44 6
62 47 7
62 49 5
62 50 6
62 51 1
62 52 8
62 53 4
62 54 4
62 56 5
62 57 4
62 58 8
62 61 8
62 65 5
62 66 4
62 68 8
62 69 3
62 70 2
62 71 6
62 72 9
62 73 5
62 74 9
62 77 5
62 78 2
62 80 2
62 82 7
62 83 7
62 84 7
62 86 1
62 87 7
62 88 3
62 89 8
62 90 2
62 91 2
62 92 2
62 93 9
